Station ID,Date,Hour,Atm P,T air,Dew point,RH
466920,20060307,20,1015.5,20.3,18.2,88
466920,20060307,21,1015.8,20.1,18.3,89
466920,20060307,22,1016.4,20.2,18.2,88
466920,20060307,23,1016.5,20,18,88
466920,20060307,24,1016.4,19.8,18.1,90
466920,20060308,1,1016,19.8,18.4,92
466920,20060308,2,1016.1,19.9,18.5,92
466920,20060308,3,1015.5,19.9,18.6,92
466920,20060308,4,1015.5,19.7,18.5,93
466920,20060308,5,1015.7,19.6,18.3,92
466920,20060308,6,1016.3,19.6,17.9,90
466920,20060308,7,1016.5,19.7,17.7,88
466920,20060308,8,1016.8,20.4,17.4,83
466920,20060308,9,1017.1,21.3,18.4,84
466920,20060308,10,1016.8,21.9,19.1,84
466920,20060308,11,1016.3,23.4,19.7,80
466920,20060308,12,1015.7,22.9,19.3,80
466920,20060308,13,1015.2,21.4,18,81
466920,20060308,14,1014.4,20.6,17.5,82
466920,20060308,15,1014.3,19.9,17.2,84
466920,20060308,16,1014.4,19.7,16.9,84
466920,20060308,17,1014.4,19.1,16.8,87
466920,20060308,18,1014.7,19.4,16.9,85
466920,20060308,19,1014.9,19.7,17,84
466920,20060308,20,1015.7,20,17.1,83
466920,20060308,21,1016.4,19.4,16.9,85
466920,20060308,22,1016.4,19.4,17,86
466920,20060308,23,1016.1,18.8,16.5,86
466920,20060308,24,1015.8,18.9,16.7,87
466920,20060309,1,1015.6,18.7,16.7,88
466920,20060309,2,1015.5,18.7,16.9,89
466920,20060309,3,1014.8,18.8,16.7,88
466920,20060309,4,1014.8,18.5,16.8,90
466920,20060309,5,1015.1,17.7,16.5,93
466920,20060309,6,1015.9,17,15.8,93
466920,20060309,7,1016.4,16.9,15.8,93
466920,20060309,8,1017.2,17.3,16.1,93
466920,20060309,9,1017.7,18.3,16.5,89
466920,20060309,10,1017.4,19.5,16.9,85
466920,20060309,11,1016.8,22,18.3,80
466920,20060309,12,1015.6,23.6,18.2,72
466920,20060309,13,1014.9,23.7,18.1,71
466920,20060309,14,1014.7,22.5,17.1,72
466920,20060309,15,1014.8,20.9,16.4,75
466920,20060309,16,1015.1,21.2,16.4,74
466920,20060309,17,1015.2,20.5,16.1,76
466920,20060309,18,1015.5,19.6,15.6,78
466920,20060309,19,1015.8,18.6,14.8,79
466920,20060309,20,1016.6,18.8,14.8,78
466920,20060309,21,1017.3,19.2,15.2,78
466920,20060309,22,1017.3,19.2,14.9,76
466920,20060309,23,1016.9,19.3,15.1,77
466920,20060309,24,1016.7,19.1,15.2,78
466920,20060310,1,1016.4,18.8,15.1,79
466920,20060310,2,1016.1,18.6,15.1,80
466920,20060310,3,1015.8,18.4,14.8,80
466920,20060310,4,1015.5,18.4,14.6,79
466920,20060310,5,1016.1,17.9,14.6,81
466920,20060310,6,1016.7,17.9,14.3,79
466920,20060310,7,1017.1,18.1,14.2,78
466920,20060310,8,1017.3,19.9,15,73
466920,20060310,9,1016.6,21.5,15.3,68
466920,20060310,10,1016.4,23.1,15.2,61
466920,20060310,11,1016.1,23.4,14.7,58
466920,20060310,12,1015.1,24,14.9,57
466920,20060310,13,1014.3,24.3,15.5,58
466920,20060310,14,1013.6,24,15.8,60
466920,20060310,15,1013.8,23,15.6,63
466920,20060310,16,1013.9,22.3,15.3,65
466920,20060310,17,1014.4,21.6,14.7,65
466920,20060310,18,1014.3,21,15.1,69
466920,20060310,19,1014.1,20.5,15.1,71
466920,20060310,20,1014.6,20.4,15.1,72
466920,20060310,21,1015.2,20.5,15.3,72
466920,20060310,22,1015.1,20.4,15.4,73
466920,20060310,23,1014.8,20.3,15.5,74
466920,20060310,24,1014.8,20.4,15.7,74
466920,20060311,1,1014.2,20.2,15.7,75
466920,20060311,2,1014,19.6,15.6,78
466920,20060311,3,1013.2,18.4,15.6,84
466920,20060311,4,1013.3,18,15.5,85
466920,20060311,5,1013.6,18,15.5,85
466920,20060311,6,1014.2,18.1,15.4,84
466920,20060311,7,1014.3,18.3,15.5,84
466920,20060311,8,1014.4,20.1,16.2,78
466920,20060311,9,1014.2,21.9,16.4,71
466920,20060311,10,1013.8,24.7,16.9,62
466920,20060311,11,1013.2,26.7,17.9,59
466920,20060311,12,1011.9,27.3,15.4,48
466920,20060311,13,1010.7,27.8,17.1,52
466920,20060311,14,1009.9,27.8,17.5,54
466920,20060311,15,1009.3,27.6,16.8,52
466920,20060311,16,1009.3,26.7,14.1,46
466920,20060311,17,1009.4,25.7,13,45
466920,20060311,18,1009.8,24.2,12.7,49
466920,20060311,19,1010.3,23.5,14.2,56
466920,20060311,20,1010.9,23.3,16.2,64
466920,20060311,21,1011.4,22.7,16.5,68
466920,20060311,22,1011.6,22.3,16.4,69
466920,20060311,23,1011.5,21.6,16.3,72
466920,20060311,24,1011.4,21.1,16.8,76
466920,20060312,1,1010.5,20.9,16.6,76
466920,20060312,2,1009.9,20.5,16.2,76
466920,20060312,3,1010.1,20.4,16.1,76
466920,20060312,4,1009.6,20.2,15.9,76
466920,20060312,5,1009.3,19.9,15.7,77
466920,20060312,6,1011.1,20.1,16.2,78
466920,20060312,7,1011.7,19.9,16.2,79
466920,20060312,8,1013,19.1,16.1,83
466920,20060312,9,1014.3,18.5,14.9,80
466920,20060312,10,1014.9,18.4,14.4,78
466920,20060312,11,1015.3,18.2,14,76
466920,20060312,12,1015.7,17.8,13.5,76
466920,20060312,13,1016.1,17.2,12.9,76
466920,20060312,14,1016.6,15.3,11.3,77
466920,20060312,15,1017.6,14.7,10.3,75
466920,20060312,16,1018.5,14.8,10.3,74
466920,20060312,17,1019.5,13.9,9.2,73
466920,20060312,18,1020.3,13.8,9.1,73
466920,20060312,19,1021.2,13.5,8.8,73
466920,20060312,20,1022.6,13.5,8.8,73
466920,20060312,21,1023.4,12.9,8.4,74
466920,20060312,22,1023.6,12.3,8.7,79
466920,20060312,23,1024,12.4,8.7,78
466920,20060312,24,1024,12.2,8.5,78
466920,20060313,1,1023.3,11.9,8.3,79
466920,20060313,2,1022.8,11.4,8.8,84
466920,20060313,3,1022.1,11.8,8.8,82
466920,20060313,4,1022.3,11.5,8.9,84
466920,20060313,5,1022.3,11.3,8.7,84
466920,20060313,6,1022.6,11.1,8.9,86
466920,20060313,7,1023.3,11,8.8,86
466920,20060313,8,1023.5,11.4,9.1,86
466920,20060313,9,1023.9,11.6,8.9,83
466920,20060313,10,1024.2,11.3,9.3,87
466920,20060313,11,1024,11.4,8.9,85
466920,20060313,12,1024.1,11.7,9,83
466920,20060313,13,1023.2,11.8,9.2,84
466920,20060313,14,1022.8,11.7,8.9,83
466920,20060313,15,1022.8,11.5,9.1,85
466920,20060313,16,1023.4,11.3,9,86
466920,20060313,17,1023.5,11,9.1,88
466920,20060313,18,1023.5,10.8,9.2,90
466920,20060313,19,1023.3,10.9,9.5,91
466920,20060313,20,1023.7,11.1,9.7,91
466920,20060313,21,1024.3,11.2,9.9,92
466920,20060313,22,1023.6,11.3,10.1,92
466920,20060313,23,1024.4,11.4,10,91
466920,20060313,24,1023.9,11.2,9.6,90
466920,20060314,1,1023.6,10.9,9.3,90
466920,20060314,2,1023.4,11.1,9.7,91
466920,20060314,3,1023.5,11.4,10,91
466920,20060314,4,1023.2,11.3,10.4,94
466920,20060314,5,1023.9,11.4,10.5,94
466920,20060314,6,1024.4,11.3,10.3,94
466920,20060314,7,1025.1,11.3,10,92
466920,20060314,8,1025.7,11.6,10.3,92
466920,20060314,9,1025.9,12.2,9.9,86
466920,20060314,10,1025.6,12.4,9.5,82
466920,20060314,11,1025.1,12.2,10,86
466920,20060314,12,1023.9,12.9,10.3,84
466920,20060314,13,1023.1,14,10,77
466920,20060314,14,1021.9,14.6,9.8,73
466920,20060314,15,1021.4,14.6,9.6,72
466920,20060314,16,1020.8,14.7,9.9,73
466920,20060314,17,1020.6,14.7,10,73
466920,20060314,18,1021,14.6,10.3,75
466920,20060314,19,1021.2,14.2,10.7,79
466920,20060314,20,1021.1,14.1,11.4,84
466920,20060314,21,1021.7,14.5,12,85
466920,20060314,22,1021.7,15,12.7,86
466920,20060314,23,1021.1,15.4,13.1,86
466920,20060314,24,1020.3,16,13.3,84
466920,20060315,1,1019.4,16.6,13.2,80
466920,20060315,2,1018.7,16.9,13.3,79
466920,20060315,3,1018.5,17.1,13.4,79
466920,20060315,4,1017.7,17.2,13.5,79
466920,20060315,5,1018.2,17.1,13.7,80
466920,20060315,6,1018,16.6,13.8,84
466920,20060315,7,1017.5,17,13.8,81
466920,20060315,8,1017.9,18.2,14.3,78
466920,20060315,9,1018.1,19.7,14.6,72
466920,20060315,10,1018.4,21.3,14.7,66
466920,20060315,11,1018.2,20.4,14.1,67
466920,20060315,12,1017.6,19.5,15.2,76
466920,20060315,13,1016.7,19.7,15.6,77
466920,20060315,14,1015.5,19.7,15.2,75
466920,20060315,15,1015.2,19,15.8,82
466920,20060315,16,1014.4,19.3,15.6,79
466920,20060315,17,1014.3,19.9,15.7,77
466920,20060315,18,1014.5,18.8,15.3,80
466920,20060315,19,1014.2,18.4,15.3,82
466920,20060315,20,1014.3,18.3,15.7,85
466920,20060315,21,1014.5,18.8,16.1,84
466920,20060315,22,1014.4,19,16.5,85
466920,20060315,23,1014.6,18.8,16.4,86
466920,20060315,24,1014.1,18.5,16.4,88
466920,20060316,1,1013.6,18.3,16.3,88
466920,20060316,2,1013,18,16.6,92
466920,20060316,3,1012.7,17.7,16.4,92
466920,20060316,4,1012.4,17.7,16.4,92
466920,20060316,5,1012.4,17.8,16.4,92
466920,20060316,6,1013.2,17.8,16.3,91
466920,20060316,7,1014,17.9,16.1,89
466920,20060316,8,1014.6,18.6,16.2,86
466920,20060316,9,1014.9,19.1,16.8,87
466920,20060316,10,1015.2,19.1,16.2,83
466920,20060316,11,1014.9,19.5,16.1,81
466920,20060316,12,1014.1,19.9,15.7,77
466920,20060316,13,1013.7,18.5,15.2,81
466920,20060316,14,1013,17.6,13.5,77
466920,20060316,15,1012.3,18.5,13.7,74
466920,20060316,16,1012.2,18.7,12.6,68
466920,20060316,17,1012.3,18.5,13.3,72
466920,20060316,18,1012.5,18.1,11.7,66
466920,20060316,19,1012.8,18.2,11.3,64
466920,20060316,20,1013.4,18.4,11.4,64
466920,20060316,21,1014.3,18.8,11.8,64
466920,20060316,22,1014.2,18.7,12.1,65
466920,20060316,23,1014.3,19.1,12.6,66
466920,20060316,24,1014,19.2,13.1,68
466920,20060317,1,1013.6,19.4,13.2,67
466920,20060317,2,1013.4,19.7,13.4,67
466920,20060317,3,1012.9,19.6,13.4,67
466920,20060317,4,1012.8,19.5,13.7,69
466920,20060317,5,1013,19.4,13.9,70
466920,20060317,6,1013.1,19.4,14.1,71
466920,20060317,7,1013.3,19.9,14.9,73
466920,20060317,8,1013.2,21.6,16.2,71
466920,20060317,9,1013.1,23.9,17.3,67
466920,20060317,10,1013,25.5,17.7,62
466920,20060317,11,1012.4,26.1,17.5,59
466920,20060317,12,1011.6,27.2,18.1,58
466920,20060317,13,1010.5,26.3,17.8,60
466920,20060317,14,1009.6,26.8,17.6,57
466920,20060317,15,1008.9,26.3,17.9,60
466920,20060317,16,1008.9,24.7,17.9,66
466920,20060317,17,1009,24.5,18.5,69
466920,20060317,18,1009,23.8,17.8,69
466920,20060317,19,1009,24.4,17.7,66
466920,20060317,20,1009.7,23.9,17.5,67
466920,20060317,21,1010.1,23.7,17.6,69
466920,20060317,22,1010.5,23.2,17.7,71
466920,20060317,23,1010.4,22.9,18,74
466920,20060317,24,1010.5,22.6,18.1,76
466920,20060318,1,1010.8,22.2,18.1,78
466920,20060318,2,1010.6,22.2,18.3,79
466920,20060318,3,1010.4,22.8,18.5,77
466920,20060318,4,1010.5,21.9,18.2,80
466920,20060318,5,1010.6,21.8,18.4,81
466920,20060318,6,1010.8,21.2,18.3,84
466920,20060318,7,1010.8,22.1,18.6,81
466920,20060318,8,1010.8,23.7,19.5,77
466920,20060318,9,1010.4,26.3,20.7,71
466920,20060318,10,1010.1,28.9,21.3,64
466920,20060318,11,1009.7,29.1,21.8,65
466920,20060318,12,1009.4,29.6,22.3,65
466920,20060318,13,1008.5,30.3,22.4,63
466920,20060318,14,1007.5,31.3,21,54
466920,20060318,15,1007.6,31.3,20.5,53
466920,20060318,16,1008.5,28.8,20.9,62
466920,20060318,17,1009.5,26.8,20.9,70
466920,20060318,18,1010.2,25.7,20.8,74
466920,20060318,19,1011.1,25.2,20.7,76
466920,20060318,20,1012.4,22,18.6,81
466920,20060318,21,1013.4,21.7,18.4,82
466920,20060318,22,1013.9,21.9,17.7,77
466920,20060318,23,1014.4,21.3,16,72
466920,20060318,24,1014.9,20.2,15.3,73
466920,20060319,1,1015,18.9,15.4,80
466920,20060319,2,1015.4,19.9,14.3,70
466920,20060319,3,1015.5,19.9,12.5,62
466920,20060319,4,1016,19.3,12.1,63
466920,20060319,5,1016.5,19.6,11.5,59
466920,20060319,6,1017.1,19.6,11.5,59
466920,20060319,7,1017.9,19.5,12.3,63
466920,20060319,8,1019.1,19.1,12.6,66
466920,20060319,9,1019.8,18.7,12.7,68
466920,20060319,10,1019.9,19.1,12.2,64
466920,20060319,11,1019.4,19,11.5,62
466920,20060319,12,1018.9,19.1,11.8,63
466920,20060319,13,1018.2,19,11.2,61
466920,20060319,14,1017.6,19,10.9,59
466920,20060319,15,1017.2,18.9,11,60
466920,20060319,16,1017.6,18.2,10.5,61
466920,20060319,17,1018,17.8,10,60
466920,20060319,18,1018.2,17.7,9.8,60
466920,20060319,19,1018.5,17,10.8,67
466920,20060319,20,1018.6,17,11.1,68
466920,20060319,21,1018.5,17.1,11,67
466920,20060319,22,1018.4,17.3,10.9,66
466920,20060319,23,1018.3,17.7,10.9,64
466920,20060319,24,1018,17.6,11.4,67
466920,20060320,1,1017.5,17.8,11.5,67
466920,20060320,2,1016.3,17.8,11.5,67
466920,20060320,3,1015.9,18.2,11.3,64
466920,20060320,4,1015.5,17.8,11.8,68
466920,20060320,5,1015.6,17.7,12.4,71
466920,20060320,6,1016.3,17.7,12.9,73
466920,20060320,7,1016.5,17.8,13.5,76
466920,20060320,8,1016.8,18.6,13.4,72
466920,20060320,9,1016.6,19.3,13.3,68
466920,20060320,10,1016.1,19.7,13.3,67
466920,20060320,11,1016.3,19.4,13.7,70
466920,20060320,12,1015.7,17.4,15.7,90
466920,20060320,13,1014.6,18,16.1,89
466920,20060320,14,1014.2,18.2,16,87
466920,20060320,15,1014.7,18.2,16.4,89
466920,20060320,16,1013.9,18.2,17,93
466920,20060320,17,1014,18.5,17.2,92
466920,20060320,18,1013.5,18.7,17.3,92
466920,20060320,19,1013.4,18.8,17.2,90
466920,20060320,20,1014.4,19,17.4,90
466920,20060320,21,1014.6,18.7,17,90
466920,20060320,22,1014.3,18.8,17.1,90
466920,20060320,23,1013.8,18.6,17.1,91
466920,20060320,24,1013.3,18.5,16.8,90
466920,20060321,1,1012.6,18.4,16.9,91
466920,20060321,2,1012.1,18.3,16.9,92
466920,20060321,3,1011.6,18.3,16.8,91
466920,20060321,4,1012,18.5,16.9,90
466920,20060321,5,1011.8,18.5,17.2,92
466920,20060321,6,1012,18.4,17,92
466920,20060321,7,1012.5,18.7,17,90
466920,20060321,8,1012.7,19.3,16.7,85
466920,20060321,9,1013.2,20,17.2,84
466920,20060321,10,1013.4,19.7,17.6,88
466920,20060321,11,1012.9,18.3,16.6,90
466920,20060321,12,1012.4,18.1,15.8,86
466920,20060321,13,1011.6,18.6,16.2,86
466920,20060321,14,1010.5,19.2,16.5,84
466920,20060321,15,1010,19.1,16,82
466920,20060321,16,1009.6,19.2,16.4,84
466920,20060321,17,1009.5,19.1,16.5,85
466920,20060321,18,1010.2,19.3,16.5,84
466920,20060321,19,1010.6,19.1,17.1,88
466920,20060321,20,1011.6,18.4,16.9,91
466920,20060321,21,1011.6,18.3,17,92
466920,20060321,22,1010.3,18.5,17.1,92
466920,20060321,23,1009.7,18.2,17.2,94
466920,20060321,24,1009.2,18.2,17,93
466920,20060322,1,1010.3,18.2,16.8,92
466920,20060322,2,1009.6,18.3,17.3,94
466920,20060322,3,1008.6,18.2,17.3,94
466920,20060322,4,1008.6,18.3,17.4,94
466920,20060322,5,1009.8,18.5,17.6,94
466920,20060322,6,1008.7,18.3,17.3,94
466920,20060322,7,1009.1,19,18.3,96
466920,20060322,8,1009.9,21,20.2,95
466920,20060322,9,1010,22.7,20.2,86
466920,20060322,10,1009.6,25.2,20.8,77
466920,20060322,11,1009.7,24.5,20.4,78
466920,20060322,12,1009,23.7,19,75
466920,20060322,13,1008.1,24,19.3,75
466920,20060322,14,1007.2,24.3,18.4,70
466920,20060322,15,1006.6,24.2,17.3,65
466920,20060322,16,1006.4,24.2,17.3,65
466920,20060322,17,1006.8,23.3,18.2,73
466920,20060322,18,1007.9,22.6,17.5,73
466920,20060322,19,1008.2,21.4,17.9,80
466920,20060322,20,1009,21.1,17.4,79
466920,20060322,21,1009.7,20.2,17.8,86
466920,20060322,22,1009.7,20.2,17.9,87
466920,20060322,23,1009.7,20.3,17.8,86
466920,20060322,24,1009.3,20.5,17.6,83
466920,20060323,1,1008.8,20.2,17.5,84
466920,20060323,2,1008.4,19.9,17.9,88
466920,20060323,3,1008,19.9,18.3,91
466920,20060323,4,1008.2,20,18,88
466920,20060323,5,1009.4,19.1,17.5,90
466920,20060323,6,1010.3,18.3,16.5,89
466920,20060323,7,1011.3,18.1,16.1,88
466920,20060323,8,1011.8,18.4,16.1,86
466920,20060323,9,1012.2,18.6,16.2,86
466920,20060323,10,1012,18.6,16.2,86
466920,20060323,11,1011.2,18.1,16.5,90
466920,20060323,12,1010.6,18.3,16.9,92
466920,20060323,13,1009.9,18.9,17.3,90
466920,20060323,14,1009.5,19,16.6,86
466920,20060323,15,1009.3,18.7,16.5,87
466920,20060323,16,1010,18.1,16.1,88
466920,20060323,17,1011.3,16.6,14.6,88
466920,20060323,18,1011.6,16.8,15,89
466920,20060323,19,1012.6,16.6,14.9,90
466920,20060323,20,1013.4,16.3,14.7,90
466920,20060323,21,1015,16.4,14.9,91
466920,20060323,22,1014.6,16.1,14.4,90
466920,20060323,23,1013.6,16.1,14.6,91
466920,20060323,24,1013.4,15.9,14.2,90
466920,20060324,1,1012.7,16,13.9,87
466920,20060324,2,1012.9,16.1,13.8,86
466920,20060324,3,1012.9,16.2,13.6,85
466920,20060324,4,1012.9,15.4,13.3,87
466920,20060324,5,1013.7,15,13.2,89
466920,20060324,6,1014.1,14.8,13.1,90
466920,20060324,7,1014.6,15.2,13.7,91
466920,20060324,8,1015.5,15.4,13.9,91
466920,20060324,9,1015.5,15.5,14.2,92
466920,20060324,10,1015.5,15.7,14.1,90
466920,20060324,11,1015.5,16.4,14.6,89
466920,20060324,12,1014.9,17.1,14.4,84
466920,20060324,13,1014.3,17.2,14,81
466920,20060324,14,1013.5,17.8,13.8,77
466920,20060324,15,1013.6,17.8,13.2,74
466920,20060324,16,1013.6,17.6,12.6,72
466920,20060324,17,1014.5,17.4,12.9,75
466920,20060324,18,1015,17.3,13.1,76
466920,20060324,19,1015.4,17.1,13.7,80
466920,20060324,20,1016.1,16.5,14.4,87
466920,20060324,21,1016.9,16.6,14.2,86
466920,20060324,22,1017.4,16.2,14.2,88
466920,20060324,23,1015.7,16.1,14.4,90
466920,20060324,24,1014.9,16.2,14.5,90
466920,20060325,1,1016.1,16.6,14.8,89
466920,20060325,2,1015.5,16.6,15,90
466920,20060325,3,1015.4,16.6,14.9,90
466920,20060325,4,1015.2,16.8,15,89
466920,20060325,5,1015.2,17,15.1,89
466920,20060325,6,1015.5,17.2,15.3,89
466920,20060325,7,1016,17.3,15.7,90
466920,20060325,8,1015.9,17.8,15.9,89
466920,20060325,9,1015.3,18.6,16.2,86
466920,20060325,10,1014.8,20.1,16.9,82
466920,20060325,11,1014,21.5,17,76
466920,20060325,12,1012.9,22.8,18,74
466920,20060325,13,1012,22.8,17.8,73
466920,20060325,14,1011.2,22.5,18,76
466920,20060325,15,1011.4,21.6,18.1,80
466920,20060325,16,1011.9,21.1,19.2,89
466920,20060325,17,1012.7,20.6,19.1,91
466920,20060325,18,1013.2,19.8,18.2,90
466920,20060325,19,1013.3,19.5,17.8,90
466920,20060325,20,1013.1,19.4,17.8,90
466920,20060325,21,1012.7,19.3,18.1,93
466920,20060325,22,1013.4,19.4,18.2,93
466920,20060325,23,1013.6,19.3,17.9,92
466920,20060325,24,1013.7,19.6,18.1,91
466920,20060326,1,1012.5,19.4,18.1,92
466920,20060326,2,1013,19.6,18.2,92
466920,20060326,3,1012.6,18.9,17.5,92
466920,20060326,4,1012.9,18.8,17.5,92
466920,20060326,5,1013,18.3,17,92
466920,20060326,6,1012.6,18.2,16.9,92
466920,20060326,7,1013.9,17.9,16.4,91
466920,20060326,8,1014.6,17.5,15.8,90
466920,20060326,9,1014.9,17,15.4,90
466920,20060326,10,1015.2,16.6,15.4,93
466920,20060326,11,1014.8,17,15.5,91
466920,20060326,12,1013.8,16.6,15.2,91
466920,20060326,13,1012.7,17,15.4,90
466920,20060326,14,1012,17.3,15.7,90
466920,20060326,15,1011.9,17.4,15.7,90
466920,20060326,16,1012,17.1,15.3,89
466920,20060326,17,1012.3,16.8,15.3,91
466920,20060326,18,1011.8,16.9,15.6,92
466920,20060326,19,1012.6,17.3,15.3,88
466920,20060326,20,1012.9,17.4,15.2,87
466920,20060326,21,1013,17.6,15.2,86
466920,20060326,22,1013.5,17.8,15.7,88
466920,20060326,23,1013.6,17.2,15.9,92
466920,20060326,24,1013.3,17,15.9,93
466920,20060327,1,1012.6,17.2,16,93
466920,20060327,2,1011.6,17,15.8,93
466920,20060327,3,1010.8,16.6,15.1,91
466920,20060327,4,1010.4,16.4,15,91
466920,20060327,5,1009.8,16.6,15.4,93
466920,20060327,6,1011.1,16.8,15.6,93
466920,20060327,7,1010.8,17,15.9,93
466920,20060327,8,1010.9,17.3,16.3,94
466920,20060327,9,1011.8,17.9,16.8,93
466920,20060327,10,1011.1,17.9,17,94
466920,20060327,11,1010.7,18.2,17,93
466920,20060327,12,1009.8,18.2,17.1,93
466920,20060327,13,1009.2,18.4,17,92
466920,20060327,14,1008.7,18.5,17.3,93
466920,20060327,15,1008.2,18.4,17.1,92
466920,20060327,16,1007.8,18.2,16.8,92
466920,20060327,17,1008.3,17.8,16.4,92
466920,20060327,18,1008.8,17.6,16.5,93
466920,20060327,19,1010.2,17.2,16.1,93
466920,20060327,20,1010.8,16.6,15.4,93
466920,20060327,21,1011.4,16.2,15.3,94
466920,20060327,22,1011.8,16.1,15,93
466920,20060327,23,1011.8,16,14.9,93
466920,20060327,24,1011.4,16,15,94
466920,20060328,1,1011.1,16.2,15,93
466920,20060328,2,1011.1,16.2,14.9,92
466920,20060328,3,1010.8,16,14.7,92
466920,20060328,4,1011.3,15.7,14.6,93
466920,20060328,5,1012.2,16,14.8,93
466920,20060328,6,1013,15.8,14.7,93
466920,20060328,7,1013.8,16.5,15.2,92
466920,20060328,8,1014.4,17.4,15.2,87
466920,20060328,9,1015,19.3,14.8,75
466920,20060328,10,1015.4,20.3,13.3,64
466920,20060328,11,1015.1,20.8,11.9,57
466920,20060328,12,1014.6,22.3,11,49
466920,20060328,13,1014.1,23.5,10.1,43
466920,20060328,14,1014.4,22.7,8.4,40
466920,20060328,15,1014.4,20.5,12.2,59
466920,20060328,16,1014.3,21,12.1,57
466920,20060328,17,1015,19.6,13.1,66
466920,20060328,18,1015.6,18.3,12.8,70
466920,20060328,19,1016,17.6,12.4,72
466920,20060328,20,1016.7,17.3,12.1,71
466920,20060328,21,1017,17.1,11.7,71
466920,20060328,22,1017.4,17,12.1,73
466920,20060328,23,1017.5,17,12.3,74
466920,20060328,24,1017.4,16.9,11.9,72
466920,20060329,1,1017.3,16.7,11.4,71
466920,20060329,2,1017.1,16.6,11.1,70
466920,20060329,3,1016.9,16.4,10.9,70
466920,20060329,4,1016.9,16.2,10.8,70
466920,20060329,5,1017.5,16.3,10.4,68
466920,20060329,6,1018,16.2,10.4,68
466920,20060329,7,1018.4,16.6,10.7,68
466920,20060329,8,1019,17.7,11.1,65
466920,20060329,9,1019,18.6,11.5,63
466920,20060329,10,1018.6,19.3,11.6,61
466920,20060329,11,1018.2,20.4,12.2,59
466920,20060329,12,1017.2,20.4,12,59
466920,20060329,13,1015.9,21.1,12.6,58
466920,20060329,14,1015.3,22.1,13.4,58
466920,20060329,15,1014.9,21.1,12.7,59
466920,20060329,16,1014.8,20.8,12.8,60
466920,20060329,17,1014.9,19.8,12.5,63
466920,20060329,18,1015.1,18.9,12.4,66
466920,20060329,19,1015.4,18.4,12.4,68
466920,20060329,20,1015.8,18.1,12.4,69
466920,20060329,21,1016.3,17.8,12.6,72
466920,20060329,22,1016.4,17.8,12.7,72
466920,20060329,23,1016.2,17.5,13,75
466920,20060329,24,1016.1,17.3,12.9,75
466920,20060330,1,1015.7,17,12.7,76
466920,20060330,2,1015.5,16.4,12.8,79
466920,20060330,3,1015.5,16.3,13,81
466920,20060330,4,1015.8,16,12.2,78
466920,20060330,5,1016.3,15.8,12.4,80
466920,20060330,6,1017,15.6,12.3,81
466920,20060330,7,1017.8,16.3,12.8,80
466920,20060330,8,1018.5,18.5,13.7,74
466920,20060330,9,1018.8,20.1,13.6,66
466920,20060330,10,1018.5,23.1,13.7,55
466920,20060330,11,1017.7,25.2,13.7,49
466920,20060330,12,1016.9,27.8,3.3,21
466920,20060330,13,1016.1,27.6,9.3,32
466920,20060330,14,1015.3,27.5,10.5,35
466920,20060330,15,1014.6,27.9,11.5,36
466920,20060330,16,1014.3,26.4,13,43
466920,20060330,17,1014.2,25.4,14.4,51
466920,20060330,18,1014.4,24,14.9,57
466920,20060330,19,1014.7,23.1,15.1,61
466920,20060330,20,1015,22.7,15.1,62
466920,20060330,21,1015.4,22.3,14.7,62
466920,20060330,22,1016,22.4,15.2,64
466920,20060330,23,1016,22.1,15.5,66
466920,20060330,24,1015.9,21.8,15.3,67
466920,20060331,1,1015.4,20.9,15.4,71
466920,20060331,2,1015,20.3,14.4,69
466920,20060331,3,1014.8,20.2,14.2,68
466920,20060331,4,1014.8,19.7,14.2,71
466920,20060331,5,1015,19.4,14.3,72
466920,20060331,6,1015.3,19.3,14,71
466920,20060331,7,1016.1,19.1,14.2,73
466920,20060331,8,1016.7,21.5,15.3,68
466920,20060331,9,1016.7,22.6,16,66
466920,20060331,10,1016.4,23.8,16.3,63
466920,20060331,11,1015.5,24.9,16.9,61
466920,20060331,12,1014.5,26,16.8,57
466920,20060331,13,1013.9,27.4,17.2,54
466920,20060331,14,1013,26.2,16.3,54
466920,20060331,15,1012.5,26.7,16.5,54
466920,20060331,16,1012.4,26.8,16.6,54
466920,20060331,17,1012.7,24.7,14.8,54
466920,20060331,18,1012.8,24,14.6,56
466920,20060331,19,1013.4,23.7,15,58
466920,20060331,20,1013.6,23.7,16,62
466920,20060331,21,1013.6,23.7,15.7,61
466920,20060331,22,1013.1,23.5,15.9,62
466920,20060331,23,1012.9,23.2,15.8,63
466920,20060331,24,1013.4,21.5,16.2,72
466920,20060401,1,1013.1,21.3,15.9,71
466920,20060401,2,1012.7,20.7,15.7,73
466920,20060401,3,1012.5,20.4,15.9,75
466920,20060401,4,1012.5,20.2,16,77
466920,20060401,5,1012.9,19.7,15.7,78
466920,20060401,6,1013.1,19.7,15.7,78
466920,20060401,7,1013.3,19.9,16.2,79
466920,20060401,8,1013.2,21.1,16.6,75
466920,20060401,9,1013.2,22.8,16.9,69
466920,20060401,10,1013,25.2,16.3,58
466920,20060401,11,1012.8,26.4,15.8,52
466920,20060401,12,1012.1,28.6,17,49
466920,20060401,13,1010.9,28.5,17.1,50
466920,20060401,14,1010,28.9,17.2,49
466920,20060401,15,1009.5,27.6,16.3,50
